Year,Week,Team Name,Player Name,Pro Team,FPTS,Position,Position2,Position3,FTA,PTS,3PM,BLK,STL,AST,REB,TO,FGM,FGA,FTM
2024,5,Team Chigga,Jayson Tatum,BOS,202,SF,PF,,-42,128,14,12,16,34,38,-26,80,-86,34
2024,5,Team Chigga,Bogdan Bogdanovic,ATL,125,SG,SF,,-6,78,15,4,12,8,16,-14,58,-51,5
2024,5,Team Chigga,Dyson Daniels,NOP,49,PG,SG,,-1,9,1,4,28,20,8,-10,8,-18,0
2024,5,Team Chigga,Royce O'Neale,PHO,74,SF,,,0,26,8,4,12,16,11,-4,18,-17,0
2024,5,Team Chigga,Kelly Olynyk,TOR,41,PF,C,,-6,17,3,4,4,16,11,-10,10,-12,4
2024,5,Team Chigga,Paul George,LAC,178,SG,SF,PF,-14,111,14,0,12,30,30,-14,84,-88,13
2024,5,Team Chigga,Mike Conley,MIN,134,PG,,,-2,40,12,4,20,64,8,-8,26,-32,2
2024,5,Team Chigga,Derrick White,BOS,97,PG,SG,,-17,44,4,8,20,40,13,-24,26,-31,14
2024,5,Who Invited This Kid?,Jordan Hawkins,NOP,69,SG,,,-11,47,9,0,4,16,13,-10,28,-37,10
2024,5,Who Invited This Kid?,Franz Wagner,ORL,172,SG,SF,PF,-14,91,5,12,24,28,22,-14,76,-68,10
2024,5,Who Invited This Kid?,Malik Monk,SAC,56,SG,SF,,-7,35,6,0,12,20,6,-12,22,-33,7
2024,5,Who Invited This Kid?,Tyus Jones,WAS,60,PG,,,-3,26,1,0,4,22,9,-4,22,-20,3
2024,5,Who Invited This Kid?,Tre Jones,SAS,48,PG,,,-2,17,1,0,8,16,9,-4,14,-13,2
2024,5,Who Invited This Kid?,RJ Barrett,TOR,33,SG,SF,,-7,27,1,4,0,4,9,-6,20,-25,6
2024,5,Who Invited This Kid?,Immanuel Quickley,TOR,72,PG,SG,,-14,53,8,8,4,6,7,-4,32,-41,13
2024,5,Who Invited This Kid?,LaMelo Ball,CHA,146,PG,SG,,-4,77,12,4,12,46,18,-20,62,-64,3
2024,5,Who Invited This Kid?,Bilal Coulibaly,WAS,57,SG,,,-3,26,3,8,12,10,6,-10,20,-18,3
2024,5,Who Invited This Kid?,Domantas Sabonis,SAC,120,PF,C,,-14,48,1,16,8,38,30,-20,38,-34,9
2024,5,Who Invited This Kid?,Keyonte George,UTA,67,PG,SG,,-14,40,8,0,8,28,12,-14,20,-33,12
2024,5,Who Invited This Kid?,Pascal Siakam,IND,157,PF,C,,-31,88,2,8,12,54,23,-22,62,-63,24
2024,5,Who Invited This Kid?,Anthony Edwards,MIN,160,SG,SF,,-29,90,8,12,16,36,18,-16,54,-57,28
2024,5,Who Invited This Kid?,Paolo Banchero,ORL,172,SF,PF,,-16,94,10,16,12,40,22,-22,74,-68,10
2024,5,NYC Chopp Cheese,Jordan Poole,WAS,108,PG,SG,,-18,80,8,0,12,20,11,-10,56,-67,16
2024,5,NYC Chopp Cheese,Cade Cunningham,DET,84,PG,SG,,-20,58,4,4,12,28,5,-18,34,-43,20
2024,5,NYC Chopp Cheese,Austin Reaves,LAL,120,SG,SF,,-13,51,3,0,20,42,16,-12,36,-35,12
2024,5,NYC Chopp Cheese,Duncan Robinson,MIA,52,SG,SF,,-2,29,7,0,0,10,4,0,20,-18,2
2024,5,NYC Chopp Cheese,Jalen Johnson,ATL,92,SF,PF,,-7,32,2,12,24,20,14,-12,24,-23,6
2024,5,NYC Chopp Cheese,Spencer Dinwiddie,LAL,129,PG,SG,,-17,64,8,0,12,60,13,-18,40,-49,16
2024,5,NYC Chopp Cheese,Bam Adebayo,MIA,88,C,,,-15,44,0,0,12,16,23,-6,32,-30,12
2024,5,NYC Chopp Cheese,Donovan Mitchell,CLE,49,PG,SG,,-16,32,2,0,8,20,10,-2,16,-35,14
2024,5,NYC Chopp Cheese,Dejounte Murray,ATL,136,PG,SG,,-11,65,8,0,32,52,18,-18,46,-67,11
2024,5,NYC Chopp Cheese,Herbert Jones,NOP,130,SF,PF,,-12,52,5,20,24,24,17,-14,38,-33,9
2024,5,NYC Chopp Cheese,Cameron Johnson,BKN,28,SF,PF,,0,10,2,0,0,12,4,0,8,-8,0
2024,5,NYC Chopp Cheese,Jaylen Brown,BOS,122,SG,SF,,-16,78,7,4,20,32,16,-16,60,-74,11
2024,5,NYC Chopp Cheese,Dario Saric,GSW,119,PF,,,-13,55,9,4,20,20,18,-10,36,-30,10
2024,5,Paulie Gee's,Onyeka Okongwu,ATL,45,C,,,-4,13,0,8,12,2,9,0,10,-8,3
2024,5,Paulie Gee's,Zach Collins,SAS,75,PF,C,,-8,43,4,4,12,24,24,-22,32,-45,7
2024,5,Paulie Gee's,DeMar DeRozan,CHI,156,SG,SF,,-28,86,4,12,16,42,15,-8,60,-65,22
2024,5,Paulie Gee's,Julius Randle,NYK,26,PF,,,-12,21,1,0,0,2,14,-4,12,-16,8
2024,5,Paulie Gee's,Devin Booker,PHO,174,PG,SG,SF,-31,93,6,12,20,50,18,-20,60,-61,27
2024,5,Paulie Gee's,Zion Williamson,NOP,145,PF,,,-18,83,0,4,20,32,14,-16,70,-57,13
2024,5,Paulie Gee's,Kawhi Leonard,LAC,144,SF,PF,,-15,75,5,16,16,26,22,-8,56,-63,14
2024,5,Paulie Gee's,Jaime Jaquez Jr.,MIA,137,SF,,,-7,74,10,0,20,26,21,-16,58,-55,6
2024,5,Paulie Gee's,Killian Hayes,FA,6,PG,,,0,0,0,0,8,4,0,-4,0,-2,0
2024,5,Paulie Gee's,Gordon Hayward,OKC,49,SF,,,-8,24,1,4,4,20,14,-10,16,-23,7
2024,5,Paulie Gee's,Tyrese Maxey,PHL,72,PG,SG,,-15,44,3,8,0,22,13,-8,30,-36,11
2024,5,Paulie Gee's,P.J. Washington,DAL,60,PF,,,-6,28,6,16,8,6,5,-2,18,-23,4
2024,5,Paulie Gee's,Jalen Green,HOU,113,SG,,,-10,75,8,0,16,16,10,-10,58,-59,9
2024,6,I Watch Basketbal,Ausar Thompson,DET,70,SG,SF,,0,35,1,4,12,4,25,-12,34,-33,0
2024,6,I Watch Basketbal,Brandon Ingram,NOP,146,SF,PF,,-23,77,2,4,20,48,19,-18,56,-58,19
2024,6,I Watch Basketbal,Brandon Miller,CHA,51,SG,SF,,-2,32,6,8,4,10,8,-10,24,-31,2
2024,6,I Watch Basketbal,Buddy Hield,PHL,50,SG,SF,,-2,21,3,12,8,16,6,-6,16,-26,2
2024,6,I Watch Basketbal,Jarrett Allen,CLE,103,C,,,-6,42,0,8,4,14,29,-6,38,-24,4
2024,6,I Watch Basketbal,Luka Doncic,DAL,168,PG,,,-23,77,8,8,16,54,24,-14,52,-51,17
2024,6,I Watch Basketbal,Stephen Curry,GSW,144,PG,,,-22,77,11,8,4,50,21,-18,46,-53,20
2024,6,I Watch Basketbal,Tari Eason,HOU,35,SF,,,-5,15,0,16,0,0,10,-4,12,-12,3
2024,6,I Watch Basketbal,Terry Rozier,MIA,139,PG,SG,,-10,71,10,0,20,50,12,-14,52,-61,9
2024,6,I Watch Basketbal,LeBron James,LAL,150,SF,PF,,-16,80,7,12,12,42,24,-24,62,-60,11
2024,6,I Watch Basketbal,Ivica Zubac,LAC,120,C,,,-13,55,0,20,0,8,35,-2,46,-38,9
2024,6,I Watch Basketbal,Khris Middleton,MIL,45,SF,,,-7,26,2,0,8,10,11,-6,20,-23,4
2024,6,I Watch Basketbal,Harrison Barnes,SAC,54,SF,PF,,-2,21,3,4,8,10,9,-2,16,-15,2
2024,6,I Watch Basketbal,Herbert Jones,NOP,82,SF,PF,,-12,34,3,8,24,8,11,-6,20,-19,11
2024,6,I Watch Basketbal,Bismack Biyombo,OKC,48,C,,,0,10,0,20,4,12,12,-14,10,-6,0
2024,6,I Watch Basketbal,Jabari Smith Jr.,HOU,105,PF,C,,-4,41,4,20,8,14,25,-8,34,-32,3
2024,6,Who Invited This Kid?,Jordan Hawkins,NOP,53,SG,,,-10,42,9,0,0,4,11,-6,24,-30,9
2024,6,Who Invited This Kid?,Franz Wagner,ORL,145,SG,SF,PF,-26,82,7,8,0,32,20,-6,52,-47,23
2024,6,Who Invited This Kid?,Malik Monk,SAC,32,SG,SF,,-2,21,3,4,4,2,3,-6,16,-15,2
2024,6,Who Invited This Kid?,Tre Jones,SAS,28,PG,,,-1,13,3,0,0,20,5,-8,10,-14,0
2024,6,Who Invited This Kid?,Tyus Jones,WAS,84,PG,,,-4,32,4,0,16,28,9,0,26,-29,2
2024,6,Who Invited This Kid?,RJ Barrett,TOR,53,SG,SF,,-18,46,3,0,4,20,8,-10,28,-43,15
2024,6,Who Invited This Kid?,Immanuel Quickley,TOR,46,PG,SG,,-5,38,6,0,4,8,5,-6,28,-36,4
2024,6,Who Invited This Kid?,Domantas Sabonis,SAC,92,PF,C,,-13,37,3,0,8,40,28,-8,24,-37,10
2024,6,Who Invited This Kid?,Bilal Coulibaly,WAS,53,SG,,,-3,24,1,4,20,0,14,-12,20,-18,3
2024,6,Who Invited This Kid?,Keyonte George,UTA,79,PG,SG,,-21,60,7,0,8,30,18,-20,38,-56,15
2024,6,Who Invited This Kid?,Pascal Siakam,IND,82,PF,C,,-18,60,1,0,8,16,27,-16,44,-55,15
2024,6,Who Invited This Kid?,Andrew Wiggins,GSW,44,SF,PF,,-6,29,2,0,0,6,10,-6,22,-18,5
2024,6,Who Invited This Kid?,Anthony Edwards,MIN,27,SG,SF,,-6,21,3,4,0,2,5,-4,14,-16,4
2024,6,Who Invited This Kid?,Goga Bitadze,ORL,47,C,,,-6,14,1,16,0,12,17,-8,8,-12,5
2024,6,Who Invited This Kid?,Paolo Banchero,ORL,103,SF,PF,,-15,53,3,0,4,38,27,-14,38,-43,12
2024,6,Paulie Gee's,Onyeka Okongwu,ATL,43,C,,,-10,24,2,0,0,4,17,-2,14,-14,8
2024,6,Paulie Gee's,Zach Collins,SAS,23,PF,C,,-4,11,1,0,0,14,2,-6,6,-5,4
2024,6,Paulie Gee's,DeMar DeRozan,CHI,79,SG,SF,,-6,43,3,0,0,32,7,-8,34,-32,6
2024,6,Paulie Gee's,Julius Randle,NYK,46,PF,,,-3,20,1,0,0,18,10,-4,16,-15,3
2024,6,Paulie Gee's,Devin Booker,PHO,69,PG,SG,SF,-17,42,3,0,4,24,15,-8,22,-33,17
2024,6,Paulie Gee's,Zion Williamson,NOP,184,PF,,,-35,98,1,4,20,46,21,-16,68,-52,29
2024,6,Paulie Gee's,Kawhi Leonard,LAC,204,SF,PF,,-19,108,8,16,20,26,32,-10,84,-77,16
2024,6,Paulie Gee's,Jaime Jaquez Jr.,MIA,99,SF,,,-12,49,2,4,16,20,12,-8,38,-31,9
2024,6,Paulie Gee's,Jalen Duren,DET,41,C,,,-6,17,0,8,4,2,11,-4,16,-8,1
2024,6,Paulie Gee's,Gordon Hayward,OKC,32,SF,,,-2,17,1,0,8,6,1,-4,14,-11,2
2024,6,Paulie Gee's,Tyrese Maxey,PHL,100,PG,SG,,-13,64,8,0,12,22,4,-8,44,-45,12
2024,6,Paulie Gee's,P.J. Washington,DAL,65,PF,,,-6,21,5,12,16,16,16,-10,12,-21,4
2024,6,Paulie Gee's,Jalen Green,HOU,83,SG,,,-8,48,8,8,0,32,16,-20,34,-41,6
2024,6,Team Chigga,Daniel Gafford,DAL,121,PF,C,,-9,32,0,36,12,18,23,-6,26,-17,6
2024,6,Team Chigga,Tyrese Haliburton,IND,136,PG,SG,,-21,77,9,4,12,38,4,-10,52,-45,16
2024,6,Team Chigga,Santi Aldama,MEM,94,PF,C,,-6,35,3,12,20,10,23,-6,28,-29,4
2024,6,Team Chigga,OG Anunoby,NYK,69,SF,,,-1,32,6,12,16,12,11,-10,26,-35,0
2024,6,Team Chigga,Aaron Gordon,DEN,36,PF,,,0,17,1,4,0,6,7,-2,16,-13,0
2024,6,Team Chigga,Jusuf Nurkic,PHO,124,C,,,-9,64,3,20,8,22,29,-22,54,-52,7
2024,6,Team Chigga,Nikola Vucevic,CHI,101,C,,,-6,43,2,16,12,24,25,-12,36,-44,5
2024,6,Team Chigga,Jayson Tatum,BOS,63,SF,PF,,-12,42,4,4,4,16,14,-22,28,-25,10
2024,6,Team Chigga,Bogdan Bogdanovic,ATL,87,SG,SF,,-4,46,8,4,24,8,11,-4,34,-44,4
2024,6,Team Chigga,Dyson Daniels,NOP,52,PG,SG,,0,15,1,4,16,16,11,-6,14,-19,0
2024,6,Team Chigga,Royce O'Neale,PHO,53,SF,,,0,18,6,8,8,8,7,-2,12,-12,0
2024,6,Team Chigga,Kelly Olynyk,TOR,52,PF,C,,-4,17,3,0,8,18,10,-6,10,-8,4
2024,6,Team Chigga,Mike Conley,MIN,89,PG,,,-10,31,6,0,12,50,10,-6,16,-29,9
2024,6,Team Chigga,Paul George,LAC,127,SG,SF,PF,-9,65,11,4,8,54,18,-12,46,-66,8
2024,6,Team Chigga,Derrick White,BOS,89,PG,SG,,-10,35,5,4,12,24,9,-2,20,-18,10
2024,6,NYC Chopp Cheese,CJ McCollum,NOP,47,PG,SG,,-2,19,1,4,8,16,3,-2,16,-18,2
2024,6,NYC Chopp Cheese,Jordan Poole,WAS,65,PG,SG,,-19,43,4,4,16,18,9,-16,22,-33,17
2024,6,NYC Chopp Cheese,Cade Cunningham,DET,183,PG,SG,,-13,95,11,0,24,62,19,-22,72,-77,12
2024,6,NYC Chopp Cheese,Eric Gordon,PHO,50,SG,SF,,0,26,6,4,8,8,4,-6,20,-20,0
2024,6,NYC Chopp Cheese,Austin Reaves,LAL,81,SG,SF,,-12,50,3,4,12,20,11,-16,36,-38,11
2024,6,NYC Chopp Cheese,Duncan Robinson,MIA,22,SG,SF,,-2,13,3,4,0,6,3,-4,10,-11,0
2024,6,NYC Chopp Cheese,Spencer Dinwiddie,LAL,114,PG,SG,,-16,54,7,0,16,38,17,-8,32,-41,15
2024,6,NYC Chopp Cheese,Bam Adebayo,MIA,63,C,,,-9,38,0,8,0,14,14,-4,32,-36,6
2024,6,NYC Chopp Cheese,Jalen Williams,OKC,103,SG,SF,PF,-14,54,4,8,4,30,13,-4,38,-42,12
2024,6,NYC Chopp Cheese,Donovan Mitchell,CLE,149,PG,SG,,-22,83,6,4,36,30,21,-22,56,-64,21
2024,6,NYC Chopp Cheese,Dejounte Murray,ATL,126,PG,SG,,-4,67,9,4,36,12,8,-10,54,-54,4
2024,6,NYC Chopp Cheese,Walker Kessler,UTA,142,C,,,-5,42,0,52,8,14,29,-8,40,-32,2
2024,6,NYC Chopp Cheese,Herbert Jones,NOP,25,SF,PF,,-1,17,2,0,4,12,7,-16,14,-15,1
2024,6,NYC Chopp Cheese,Cameron Johnson,BKN,78,SF,PF,,-7,47,7,0,0,16,22,-8,34,-39,6
2024,6,NYC Chopp Cheese,Jaylen Brown,BOS,88,SG,SF,,-9,50,4,12,16,12,12,-12,40,-43,6
2024,6,NYC Chopp Cheese,Dario Saric,GSW,64,PF,,,-6,29,4,0,8,22,9,-6,20,-21,5
2024,6,NYC Chopp Cheese,Draymond Green,GSW,20,PF,C,,0,8,2,8,0,6,6,-8,6,-8,0
2024,6,Keegan It Real,Nikola Jokic,DEN,232,C,,,-26,89,2,12,16,90,28,-6,68,-60,19
2024,6,Keegan It Real,Jaden Ivey,DET,64,PG,SG,,-8,27,4,8,8,22,10,-10,16,-20,7
2024,6,Keegan It Real,Josh Giddey,CHI,42,PG,SG,SF,-6,34,4,0,4,6,17,-16,26,-31,4
2024,6,Keegan It Real,Chet Holmgren,OKC,110,PF,C,,-7,45,4,20,16,20,24,-8,36,-45,5
2024,6,Keegan It Real,Jalen Suggs,ORL,92,PG,SG,,-6,44,6,12,24,18,5,-18,34,-31,4
2024,6,Keegan It Real,Deni Avdija,WAS,96,SF,PF,,-9,44,2,0,8,30,13,-6,34,-28,8
2024,6,Keegan It Real,Reggie Jackson,DEN,98,PG,,,-2,54,7,4,4,28,5,-6,46,-43,1
2024,6,Keegan It Real,Karl-Anthony Towns,MIN,118,PF,C,,-13,73,9,4,8,24,28,-26,52,-53,12
2024,6,Keegan It Real,Devin Vassell,SAS,57,SG,SF,,-7,39,6,0,8,10,4,-10,26,-26,7
2024,6,Keegan It Real,Scottie Barnes,TOR,168,SF,PF,,-14,69,7,16,32,28,27,-6,50,-53,12
2024,6,Keegan It Real,De'Aaron Fox,SAC,178,PG,,,-31,95,8,8,20,52,18,-14,66,-65,21
2024,6,Keegan It Real,Victor Wembanyama,SAS,60,PF,C,,-2,21,1,16,8,4,12,-4,18,-16,2
2024,6,Keegan It Real,Mark Williams,CHA,85,C,,,-8,35,0,12,8,2,30,-2,28,-27,7
2024,6,Keegan It Real,Mikal Bridges,BKN,141,SG,SF,,-24,86,6,12,12,24,24,-20,60,-59,20
2024,6,Keegan It Real,Evan Mobley,CLE,123,PF,C,,-5,43,1,28,8,10,38,-12,38,-30,4
2024,6,For All the bullDawgs,Jakob Poeltl,TOR,98,C,,,-2,35,0,20,4,12,25,-8,34,-23,1
2024,6,For All the bullDawgs,Myles Turner,IND,94,C,,,-6,41,1,20,8,6,27,-6,36,-37,4
2024,6,For All the bullDawgs,John Collins,UTA,89,PF,,,-11,55,7,12,8,8,28,-16,40,-50,8
2024,6,For All the bullDawgs,De'Andre Hunter,ATL,58,SF,PF,,-17,42,3,0,12,8,11,-10,22,-30,17
2024,6,For All the bullDawgs,Kyrie Irving,DAL,56,PG,SG,,-14,37,2,4,4,20,7,-2,22,-37,13
2024,6,For All the bullDawgs,Max Strus,CLE,109,SG,SF,,0,42,8,8,20,30,11,-6,34,-38,0
2024,6,For All the bullDawgs,Bobby Portis,MIL,55,PF,C,,0,25,1,0,8,4,22,0,24,-29,0
2024,6,For All the bullDawgs,Jimmy Butler,MIA,91,SF,PF,,-29,69,0,0,0,16,16,-8,42,-42,27
2024,6,For All the bullDawgs,Caris LeVert,CLE,16,SG,SF,,0,15,3,0,4,6,5,-12,12,-17,0
2024,6,For All the bullDawgs,Damian Lillard,MIL,153,PG,,,-16,75,8,4,12,62,15,-24,52,-50,15
2024,6,New Jersey Eren,Alperen Sengun,HOU,97,C,,,-2,43,5,8,12,18,20,-2,36,-43,2
2024,6,New Jersey Eren,Darius Garland,CLE,59,PG,,,-4,37,4,4,16,24,6,-20,30,-41,3
2024,6,New Jersey Eren,Bojan Bogdanovic,NYK,31,SF,PF,,-6,22,3,0,4,4,2,-2,14,-15,5
2024,6,New Jersey Eren,Shaedon Sharpe,POR,131,SG,SF,,-9,65,8,0,24,30,20,-14,48,-50,9
2024,6,New Jersey Eren,Jalen Brunson,NYK,156,PG,SG,,-12,76,12,0,20,46,14,-10,54,-54,10
2024,6,New Jersey Eren,Cam Thomas,BKN,62,SG,,,-5,46,6,4,0,12,9,-6,36,-44,4
2024,6,New Jersey Eren,Desmond Bane,MEM,153,SG,SF,,-11,74,10,12,24,38,14,-18,56,-54,8
2024,6,New Jersey Eren,Fred VanVleet,HOU,38,PG,,,-4,22,4,0,0,14,5,-6,14,-15,4
2024,6,New Jersey Eren,Jerami Grant,POR,95,PF,,,-16,56,6,20,8,12,12,-14,34,-39,16
2024,6,New Jersey Eren,Bennedict Mathurin,IND,23,SG,SF,,-7,23,0,0,0,0,7,-6,18,-17,5
2024,6,New Jersey Eren,Joel Embiid,PHL,68,C,,,-12,30,2,4,4,22,11,-6,18,-15,10
2024,6,New Jersey Eren,De'Anthony Melton,PHL,86,PG,SG,,-8,47,11,8,20,20,7,-16,30,-39,6
2024,6,New Jersey Eren,Talen Horton-Tucker,UTA,39,SG,SF,,-1,17,2,4,4,22,8,-4,14,-28,1
2024,6,New Jersey Eren,Dennis Schroder,BKN,96,PG,,,-8,32,4,0,8,60,12,-4,22,-36,6
2024,6,New Jersey Eren,Rudy Gobert,MIN,145,C,,,-19,58,0,40,4,0,41,-4,44,-33,14
2024,6,New Jersey Eren,Giannis Antetokounmpo,MIL,210,PF,C,,-22,91,1,28,28,40,35,-28,72,-53,18
2024,6,Pooh Shaisty,Coby White,CHI,132,PG,SG,,-11,73,15,4,8,32,14,-12,48,-49,10
2024,6,Pooh Shaisty,Kevin Durant,PHO,153,SF,PF,,-26,87,5,16,12,44,10,-8,58,-69,24
2024,6,Pooh Shaisty,Keldon Johnson,SAS,67,SF,,,-7,33,3,0,8,12,18,-8,24,-22,6
2024,6,Pooh Shaisty,Jaren Jackson Jr.,MEM,121,PF,C,,-14,61,2,36,8,10,19,-12,46,-48,13
2024,6,Pooh Shaisty,Tobias Harris,PHL,43,SF,PF,,-7,34,1,0,16,10,14,-20,28,-38,5
2024,6,Pooh Shaisty,Klay Thompson,GSW,98,SG,SF,,-14,59,9,12,8,12,21,-14,38,-45,12
2024,6,Pooh Shaisty,Jordan Clarkson,UTA,48,SG,,,-9,28,4,0,0,30,7,-10,16,-26,8
2024,6,Pooh Shaisty,Jonas Valanciunas,NOP,149,C,,,-18,72,2,12,4,14,41,-6,56,-42,14
2024,6,Pooh Shaisty,Trae Young,ATL,166,PG,,,-24,90,9,0,20,72,7,-18,62,-71,19
2024,6,Pooh Shaisty,Deandre Ayton,POR,76,C,,,-6,42,0,0,4,8,30,-14,36,-30,6
2024,6,Pooh Shaisty,Nic Claxton,BKN,112,PF,C,,-6,41,0,28,4,6,29,-4,38,-27,3
2024,6,Pooh Shaisty,Saddiq Bey,ATL,102,SF,PF,,-6,44,9,0,20,8,17,-2,30,-23,5
2024,6,Pooh Shaisty,Shai Gilgeous-Alexander,OKC,180,PG,SG,,-20,82,3,12,36,40,11,-10,60,-53,19
2024,6,Pooh Shaisty,Chris Paul,GSW,12,PG,,,0,3,1,0,8,0,0,0,2,-2,0
2024,6,Pooh Shaisty,Kyle Anderson,MIN,23,SF,PF,,-4,11,0,4,0,16,6,-8,8,-13,3
2024,6,The Bronx Orthodox Church,Lonnie Walker IV,BKN,17,SG,SF,,-5,14,3,4,0,6,3,-8,8,-11,3
2024,6,The Bronx Orthodox Church,D'Angelo Russell,LAL,188,PG,SG,,-9,72,9,8,28,66,11,-10,56,-50,7
2024,6,The Bronx Orthodox Church,Cole Anthony,ORL,100,PG,,,-9,49,5,16,8,16,13,-6,36,-36,8
2024,6,The Bronx Orthodox Church,Russell Westbrook,LAC,112,PG,,,-22,45,2,8,4,38,33,-6,28,-33,15
2024,6,The Bronx Orthodox Church,Miles Bridges,CHA,101,SF,PF,,-8,58,7,4,12,16,12,-6,44,-45,7
2024,6,The Bronx Orthodox Church,Kyle Kuzma,WAS,122,SF,PF,,-22,82,5,8,4,30,21,-22,58,-61,19
2024,6,The Bronx Orthodox Church,Malcolm Brogdon,POR,114,PG,SG,,-16,60,7,8,16,40,8,-18,40,-44,13
2024,6,The Bronx Orthodox Church,Anthony Davis,LAL,223,PF,C,,-37,103,0,36,16,22,55,-6,74,-69,29
2024,6,The Bronx Orthodox Church,Brook Lopez,MIL,85,C,,,-8,43,7,20,0,16,10,-10,30,-29,6
2024,6,The Bronx Orthodox Church,Bruce Brown,TOR,96,SG,SF,,-12,56,5,0,8,16,13,-6,42,-35,9
2024,6,The Bronx Orthodox Church,Michael Porter Jr.,DEN,158,SF,,,-6,70,10,12,12,28,38,-8,56,-58,4
2024,6,The Bronx Orthodox Church,Kevin Huerter,SAC,97,SG,SF,,-2,44,9,4,4,24,20,-10,34,-31,1
2024,6,The Bronx Orthodox Church,Jrue Holiday,BOS,71,PG,SG,,-2,27,7,0,8,30,12,-12,18,-19,2
2024,7,Team Chigga,Daniel Gafford,DAL,61,PF,C,,-4,21,0,16,4,12,8,-2,18,-15,3
2024,7,Team Chigga,Tyrese Haliburton,IND,147,PG,SG,,-3,53,8,4,4,56,17,0,42,-37,3
2024,7,Team Chigga,Santi Aldama,MEM,20,PF,C,,0,7,1,4,4,6,3,-2,6,-9,0
2024,7,Team Chigga,OG Anunoby,NYK,75,SF,,,-7,34,5,4,8,20,11,-4,22,-25,7
2024,7,Team Chigga,Kyle Lowry,PHL,16,PG,,,0,3,1,8,0,6,4,-4,2,-4,0
2024,7,Team Chigga,Aaron Gordon,DEN,31,PF,,,-5,11,0,0,8,10,12,-2,10,-14,1
2024,7,Team Chigga,Jusuf Nurkic,PHO,47,C,,,-8,18,2,0,8,14,17,-4,14,-16,2
2024,7,Team Chigga,Nikola Vucevic,CHI,80,C,,,-5,41,2,8,0,10,28,-4,34,-39,5
2024,7,Team Chigga,Jayson Tatum,BOS,99,SF,PF,,-15,57,5,0,8,22,18,-4,42,-44,10
2024,7,Team Chigga,Bogdan Bogdanovic,ATL,63,SG,SF,,-5,40,7,0,4,6,13,-4,28,-31,5
2024,7,Team Chigga,Royce O'Neale,PHO,15,SF,,,-2,6,1,0,4,4,3,0,4,-6,1
2024,7,Team Chigga,Paul George,LAC,93,SG,SF,PF,-7,45,7,8,24,6,11,-6,32,-33,6
2024,7,Team Chigga,Mike Conley,MIN,77,PG,,,-9,37,6,0,12,22,8,-6,22,-24,9
2024,7,Team Chigga,Derrick White,BOS,101,PG,SG,,-6,48,8,12,12,22,7,-10,34,-32,6
2024,7,I Watch Basketbal,Ausar Thompson,DET,14,SG,SF,,-2,10,1,0,4,4,6,0,8,-18,1
2024,7,I Watch Basketbal,Brandon Ingram,NOP,65,SF,PF,,-11,39,3,0,4,26,11,-10,28,-33,8
2024,7,I Watch Basketbal,Brandon Miller,CHA,61,SG,SF,,-3,32,7,12,4,14,11,-12,22,-29,3
2024,7,I Watch Basketbal,Buddy Hield,PHL,65,SG,SF,,-6,29,4,4,16,8,13,-6,20,-22,5
2024,7,I Watch Basketbal,Jarrett Allen,CLE,38,C,,,-2,14,0,0,8,6,20,-8,14,-14,0
2024,7,I Watch Basketbal,Luka Doncic,DAL,127,PG,,,-16,72,9,4,8,42,16,-18,50,-53,13
2024,7,I Watch Basketbal,Stephen Curry,GSW,82,PG,,,-19,65,11,0,4,8,11,-14,36,-38,18
2024,7,I Watch Basketbal,Terry Rozier,MIA,95,PG,SG,,-9,46,3,8,4,40,7,-8,34,-39,9
2024,7,I Watch Basketbal,LeBron James,LAL,138,SF,PF,,-14,61,6,0,20,38,13,-4,42,-37,13
2024,7,I Watch Basketbal,Ivica Zubac,LAC,73,C,,,-6,28,0,12,8,6,21,-2,26,-22,2
2024,7,I Watch Basketbal,Khris Middleton,MIL,74,SF,,,-2,34,6,0,12,22,11,-12,26,-25,2
2024,7,I Watch Basketbal,Harrison Barnes,SAC,33,SF,PF,,-5,13,2,4,8,6,12,-4,8,-14,3
2024,7,I Watch Basketbal,Herbert Jones,NOP,77,SF,PF,,-6,33,3,12,8,12,12,-4,24,-23,6
2024,7,I Watch Basketbal,Bismack Biyombo,OKC,29,C,,,0,4,0,4,0,12,14,-4,4,-5,0
2024,7,I Watch Basketbal,Jabari Smith Jr.,HOU,44,PF,C,,-5,15,1,0,0,12,28,-8,10,-13,4
2024,7,Keegan It Real,Victor Wembanyama,SAS,83,PF,C,,-12,33,0,20,8,10,30,-6,24,-33,9
2024,7,Keegan It Real,Nikola Jokic,DEN,82,C,,,-9,45,3,8,4,30,31,-14,36,-58,6
2024,7,Keegan It Real,Josh Giddey,CHI,25,PG,SG,SF,0,8,2,0,4,12,4,0,6,-11,0
2024,7,Keegan It Real,Chet Holmgren,OKC,71,PF,C,,-8,25,1,36,4,6,12,-8,16,-21,8
2024,7,Keegan It Real,Mark Williams,CHA,19,C,,,0,4,0,8,4,2,3,-2,4,-4,0
2024,7,Keegan It Real,Jamal Murray,DEN,29,PG,,,-5,21,4,0,0,6,5,-2,12,-17,5
2024,7,Keegan It Real,Mikal Bridges,BKN,99,SG,SF,,-6,53,5,12,0,18,9,-6,42,-34,6
2024,7,Keegan It Real,Karl-Anthony Towns,MIN,69,PF,C,,-12,38,4,4,4,14,17,-14,24,-20,10
