Year,Week,Team Name,Player Name,Pro Team,FPTS,Position,Position2,Position3,FTA,PTS,3PM,BLK,STL,AST,REB,TO,FGM,FGA,FTM
2024,16,NYC Chopp Cheese,Bruce Brown,TOR,18,SG,SF,,0,9,1,0,0,6,3,-2,8,-7,0
2024,16,NYC Chopp Cheese,Jaylen Brown,BOS,89,SG,SF,,-5,53,3,0,8,22,22,-22,48,-42,2
2024,16,NYC Chopp Cheese,Precious Achiuwa,NYK,129,PF,C,,-2,45,3,20,20,12,27,-10,40,-28,2
2024,16,New Jersey Eren,Alperen Sengun,HOU,51,C,,,-10,27,0,0,4,14,17,-6,20,-22,7
2024,16,New Jersey Eren,Jerami Grant,POR,85,PF,,,-32,73,5,0,0,20,13,-16,42,-46,26
2024,16,New Jersey Eren,Bennedict Mathurin,IND,5,SG,SF,,-10,15,0,4,0,2,6,-10,8,-17,7
2024,16,New Jersey Eren,Vince Williams Jr.,MEM,113,SG,SF,,-5,46,7,0,24,42,16,-16,34,-40,5
2024,16,New Jersey Eren,Darius Garland,CLE,92,PG,,,-9,49,4,0,8,48,5,-18,36,-40,9
2024,16,New Jersey Eren,Bojan Bogdanovic,NYK,17,SF,PF,,-4,11,2,0,4,2,3,0,6,-10,3
2024,16,New Jersey Eren,Isaiah Hartenstein,NYK,72,PF,C,,-6,27,0,12,12,10,13,-10,22,-13,5
2024,16,New Jersey Eren,Jalen Brunson,NYK,109,PG,SG,,-15,66,2,0,16,24,6,-8,50,-46,14
2024,16,New Jersey Eren,Cam Thomas,BKN,117,SG,,,-20,76,8,0,20,32,19,-12,50,-74,18
2024,16,New Jersey Eren,Dennis Schroder,BKN,72,PG,,,-7,31,6,4,0,44,7,-12,20,-26,5
2024,16,New Jersey Eren,Rudy Gobert,MIN,77,C,,,-11,28,0,4,8,10,27,-2,22,-15,6
2024,16,New Jersey Eren,Giannis Antetokounmpo,MIL,112,PF,C,,-27,66,1,4,8,32,27,-16,50,-48,15
2024,16,For All the bullDawgs,Myles Turner,IND,111,C,,,-14,59,6,12,8,14,18,-8,44,-37,9
2024,16,For All the bullDawgs,James Harden,LAC,147,PG,SG,,-17,63,13,12,16,46,22,-22,34,-36,16
2024,16,For All the bullDawgs,De'Andre Hunter,ATL,77,SF,PF,,-10,48,7,0,4,12,10,-8,32,-27,9
2024,16,For All the bullDawgs,Kyrie Irving,DAL,202,PG,SG,,-3,100,12,4,20,54,18,-14,86,-77,2
2024,16,For All the bullDawgs,Bobby Portis,MIL,87,PF,C,,-3,35,4,4,24,12,25,-10,28,-35,3
2024,16,For All the bullDawgs,Max Strus,CLE,113,SG,SF,,-2,44,8,4,12,28,19,-2,36,-34,0
2024,16,For All the bullDawgs,Damian Lillard,MIL,60,PG,,,-6,26,2,0,12,16,4,0,18,-18,6
2024,16,For All the bullDawgs,Jimmy Butler,MIA,116,SF,PF,,-18,40,3,4,24,38,19,-10,22,-21,15
2024,16,For All the bullDawgs,Caris LeVert,CLE,104,SG,SF,,-4,38,4,4,8,44,19,-10,32,-33,2
2024,16,The Bronx Orthodox Church,Lonnie Walker IV,BKN,1,SG,SF,,0,3,1,0,0,0,0,-2,2,-3,0
2024,16,The Bronx Orthodox Church,D'Angelo Russell,LAL,97,PG,SG,,-9,58,11,0,8,22,6,-6,38,-40,9
2024,16,The Bronx Orthodox Church,Malik Monk,SAC,77,SG,SF,,-5,41,4,8,0,22,9,-6,34,-33,3
2024,16,The Bronx Orthodox Church,Anfernee Simons,POR,40,PG,SG,,-7,29,4,0,0,10,2,-4,18,-19,7
2024,16,The Bronx Orthodox Church,Kristaps Porzingis,BOS,48,PF,C,,-4,31,2,8,0,2,3,-4,26,-19,3
2024,16,The Bronx Orthodox Church,Russell Westbrook,LAC,42,PG,,,-3,17,0,4,12,14,8,-10,16,-17,1
2024,16,The Bronx Orthodox Church,Miles Bridges,CHA,200,SF,PF,,-19,122,15,4,8,38,19,-12,92,-82,15
2024,16,The Bronx Orthodox Church,Kyle Kuzma,WAS,121,SF,PF,,-5,66,10,20,8,24,11,-14,52,-55,4
2024,16,The Bronx Orthodox Church,Cam Whitmore,HOU,8,SF,,,0,9,1,0,0,2,1,-2,8,-11,0
2024,16,The Bronx Orthodox Church,Anthony Davis,LAL,193,PF,C,,-15,78,0,32,16,40,30,-12,66,-54,12
2024,16,The Bronx Orthodox Church,Brook Lopez,MIL,69,C,,,-2,23,3,20,4,8,12,-2,18,-17,2
2024,16,The Bronx Orthodox Church,Michael Porter Jr.,DEN,47,SF,,,-1,27,4,4,0,4,8,-2,22,-20,1
2024,16,The Bronx Orthodox Church,Lauri Markkanen,UTA,83,SF,PF,,-8,55,7,0,4,6,16,-12,40,-33,8
2024,16,Pooh Shaisty,Coby White,CHI,120,PG,SG,,-13,67,11,0,12,44,15,-18,44,-54,12
2024,16,Pooh Shaisty,Kevin Durant,PHO,161,SF,PF,,-10,83,5,24,20,30,28,-28,70,-69,8
2024,16,Pooh Shaisty,Jaren Jackson Jr.,MEM,81,PF,C,,-5,57,9,12,4,14,5,-18,46,-45,2
2024,16,Pooh Shaisty,Keldon Johnson,SAS,57,SF,,,-3,38,5,8,0,4,14,-6,30,-36,3
2024,16,Pooh Shaisty,Tobias Harris,PHL,140,SF,PF,,-11,62,3,12,20,38,26,-14,50,-55,9
2024,16,Pooh Shaisty,Klay Thompson,GSW,56,SG,SF,,-2,26,4,4,8,8,9,-2,20,-21,2
2024,16,Pooh Shaisty,Jordan Clarkson,UTA,35,SG,,,-4,25,4,0,8,12,3,-10,18,-24,3
2024,16,Pooh Shaisty,Jonas Valanciunas,NOP,99,C,,,-8,44,0,12,4,14,33,-12,36,-32,8
2024,16,Pooh Shaisty,Deandre Ayton,POR,55,C,,,0,18,0,12,8,6,17,-6,18,-18,0
2024,16,Pooh Shaisty,Trae Young,ATL,175,PG,,,-30,100,12,4,24,84,9,-40,64,-76,24
2024,16,Pooh Shaisty,Nic Claxton,BKN,150,PF,C,,-5,50,0,60,4,8,34,-8,46,-43,4
2024,16,Pooh Shaisty,Saddiq Bey,ATL,109,SF,PF,,-17,61,9,0,12,4,25,-2,36,-35,16
2024,16,Pooh Shaisty,Tim Hardaway Jr.,DAL,56,SG,SF,,-3,33,8,4,0,10,11,0,22,-32,3
2024,16,Pooh Shaisty,Shai Gilgeous-Alexander,OKC,159,PG,SG,,-22,91,5,16,8,38,13,-12,70,-64,16
2024,16,Pooh Shaisty,Josh Hart,NYK,79,SG,SF,,-8,33,4,0,4,32,20,-6,22,-29,7
2024,16,Who Invited This Kid?,Jaden Ivey,DET,26,PG,SG,,-1,23,2,0,0,4,4,-6,20,-21,1
2024,16,Who Invited This Kid?,Onyeka Okongwu,ATL,119,C,,,-13,51,2,28,4,12,25,-6,40,-33,9
2024,16,Who Invited This Kid?,Amen Thompson,HOU,92,SG,,,-4,33,0,12,8,26,33,-22,32,-27,1
2024,16,Who Invited This Kid?,Jordan Poole,WAS,35,PG,SG,,-3,19,3,0,8,20,4,-8,14,-24,2
2024,16,Who Invited This Kid?,Franz Wagner,ORL,140,SG,SF,PF,-17,83,9,8,8,30,17,-18,60,-54,14
2024,16,Who Invited This Kid?,Tyus Jones,WAS,142,PG,,,-1,57,12,4,8,52,8,-6,44,-37,1
2024,16,Who Invited This Kid?,RJ Barrett,TOR,48,SG,SF,,-1,23,4,4,0,10,6,-2,18,-15,1
2024,16,Who Invited This Kid?,Immanuel Quickley,TOR,106,PG,SG,,-9,61,10,0,8,32,11,-6,44,-52,7
2024,16,Who Invited This Kid?,Collin Sexton,UTA,48,PG,SG,,-11,33,4,4,0,24,4,-14,22,-25,7
2024,16,Who Invited This Kid?,Domantas Sabonis,SAC,121,PF,C,,-12,47,2,0,8,34,29,-6,36,-26,9
2024,16,Who Invited This Kid?,Keyonte George,UTA,60,PG,SG,,-4,27,4,4,8,22,2,-4,20,-22,3
2024,16,Who Invited This Kid?,Andrew Wiggins,GSW,104,SF,PF,,-4,44,4,4,16,18,19,0,38,-37,2
2024,16,Who Invited This Kid?,Pascal Siakam,IND,118,PF,C,,-12,64,8,4,12,18,18,-10,50,-40,6
2024,16,Who Invited This Kid?,Anthony Edwards,MIN,114,SG,SF,,-17,64,9,4,12,28,15,-10,42,-46,13
2024,16,Who Invited This Kid?,Jonathan Kuminga,GSW,92,PF,,,-11,57,0,8,4,22,13,-10,50,-48,7
2024,16,Who Invited This Kid?,Paolo Banchero,ORL,126,SF,PF,,-24,58,4,4,20,42,21,-12,38,-41,16
2024,17,Keegan It Real,Nikola Jokic,DEN,346,C,,,-18,126,5,12,28,122,67,-24,108,-93,13
2024,17,Keegan It Real,Josh Giddey,CHI,57,PG,SG,SF,0,12,0,4,12,20,14,-4,12,-13,0
2024,17,Keegan It Real,Chet Holmgren,OKC,208,PF,C,,-11,84,11,52,8,22,37,-18,64,-50,9
2024,17,Keegan It Real,Tre Jones,SAS,111,PG,,,-2,34,6,0,12,50,17,-8,26,-26,2
2024,17,Keegan It Real,Deni Avdija,WAS,102,SF,PF,,-19,68,7,8,0,12,22,-16,48,-41,13
2024,17,Keegan It Real,Karl-Anthony Towns,MIN,193,PF,C,,-32,110,10,20,16,24,40,-24,70,-71,30
2024,17,Keegan It Real,De'Aaron Fox,SAC,241,PG,,,-30,131,9,4,40,60,28,-26,100,-97,22
2024,17,Keegan It Real,Scottie Barnes,TOR,173,SF,PF,,-14,74,2,16,24,60,38,-36,60,-63,12
2024,17,Keegan It Real,Devin Vassell,SAS,201,SG,SF,,-16,105,15,20,16,54,20,-20,78,-83,12
2024,17,Keegan It Real,Tre Mann,CHA,15,PG,,,-2,10,2,0,4,4,4,-6,6,-9,2
2024,17,Keegan It Real,Victor Wembanyama,SAS,364,PF,C,,-29,121,9,112,56,48,56,-32,88,-89,24
2024,17,Keegan It Real,Keegan Murray,SAC,72,SF,PF,,-4,39,5,12,8,6,22,-12,30,-38,4
2024,17,Keegan It Real,Corey Kispert,WAS,3,SG,SF,,0,5,1,0,0,2,4,-2,4,-11,0
2024,17,Keegan It Real,Jamal Murray,DEN,94,PG,,,-6,48,4,12,12,22,10,-14,38,-38,6
2024,17,Keegan It Real,Mikal Bridges,BKN,121,SG,SF,,-8,73,10,0,12,32,16,-8,56,-69,7
2024,17,Keegan It Real,Evan Mobley,CLE,198,PF,C,,-20,71,2,52,24,20,43,-16,58,-47,11
2024,17,I Watch Basketbal,Ben Simmons,BKN,45,PG,PF,,-6,9,0,4,12,18,14,-4,6,-11,3
2024,17,I Watch Basketbal,Ausar Thompson,DET,115,SG,SF,,-7,52,1,16,20,12,18,-8,50,-40,1
2024,17,I Watch Basketbal,Brandon Ingram,NOP,102,SF,PF,,-15,56,6,8,24,40,8,-32,40,-43,10
2024,17,I Watch Basketbal,Brandon Miller,CHA,158,SG,SF,,-11,82,12,16,44,32,20,-32,60,-75,10
2024,17,I Watch Basketbal,Jarrett Allen,CLE,195,C,,,-24,98,0,16,12,24,51,-14,84,-66,14
2024,17,I Watch Basketbal,Luka Doncic,DAL,267,PG,,,-34,127,13,20,28,80,35,-32,86,-84,28
2024,17,I Watch Basketbal,Stephen Curry,GSW,257,PG,,,-22,149,28,4,32,84,16,-34,102,-121,19
2024,17,I Watch Basketbal,Grayson Allen,PHO,130,SG,,,-17,53,8,16,12,36,16,-8,30,-31,15
2024,17,I Watch Basketbal,LeBron James,LAL,171,SF,PF,,-10,83,8,4,12,58,15,-18,68,-56,7
2024,17,I Watch Basketbal,Ivica Zubac,LAC,76,C,,,-2,32,0,4,4,12,27,-12,30,-21,2
2024,17,I Watch Basketbal,Herbert Jones,NOP,142,SF,PF,,-9,53,7,0,52,14,19,-12,38,-28,8
2024,17,I Watch Basketbal,Brandin Podziemski,GSW,97,SG,,,0,40,6,0,8,42,22,-16,34,-39,0
2024,17,I Watch Basketbal,Jabari Smith Jr.,HOU,151,PF,C,,-22,77,11,4,16,22,55,-14,48,-64,18
2024,17,I Watch Basketbal,Draymond Green,GSW,218,PF,C,,-4,64,10,24,32,58,50,-20,52,-50,2
2024,17,New Jersey Eren,Alperen Sengun,HOU,144,C,,,-32,76,3,20,16,32,29,-26,52,-47,21
2024,17,New Jersey Eren,Jalen Suggs,ORL,70,PG,SG,,-4,31,6,4,12,20,9,-10,22,-23,3
2024,17,New Jersey Eren,Vince Williams Jr.,MEM,121,SG,SF,,-19,42,1,4,24,46,23,-16,24,-25,17
2024,17,New Jersey Eren,Darius Garland,CLE,162,PG,,,-13,71,10,0,24,70,8,-18,50,-51,11
2024,17,New Jersey Eren,Tyus Jones,WAS,149,PG,,,-2,41,7,0,12,90,7,-12,32,-28,2
2024,17,New Jersey Eren,Bojan Bogdanovic,NYK,65,SF,PF,,-3,37,7,4,12,0,6,-2,30,-26,0
2024,17,New Jersey Eren,Isaiah Hartenstein,NYK,28,PF,C,,-4,6,0,4,4,8,9,-4,2,-1,4
2024,17,New Jersey Eren,Jalen Brunson,NYK,119,PG,SG,,-26,81,7,4,16,50,7,-30,52,-64,22
2024,17,New Jersey Eren,Cam Thomas,BKN,83,SG,,,-5,50,7,0,20,20,5,-12,38,-45,5
2024,17,New Jersey Eren,Fred VanVleet,HOU,92,PG,,,-8,50,12,0,20,28,11,-20,32,-39,6
2024,17,New Jersey Eren,Bennedict Mathurin,IND,-2,SG,SF,,0,0,0,0,0,2,2,-2,0,-4,0
2024,17,New Jersey Eren,Pascal Siakam,IND,120,PF,C,,-13,61,4,4,12,26,14,0,48,-45,9
2024,17,New Jersey Eren,Dennis Schroder,BKN,14,PG,,,-5,17,3,0,0,12,10,-12,12,-25,2
2024,17,New Jersey Eren,Giannis Antetokounmpo,MIL,206,PF,C,,-23,94,1,16,12,50,33,-16,80,-54,13
2024,17,Paulie Gee's,Kyle Lowry,PHL,18,PG,,,0,3,1,0,8,6,2,-2,2,-2,0
2024,17,Paulie Gee's,RJ Barrett,TOR,79,SG,SF,,-12,48,3,4,8,24,19,-20,40,-40,5
2024,17,Paulie Gee's,DeMar DeRozan,CHI,80,SG,SF,,-18,53,0,0,0,22,5,-2,38,-33,15
2024,17,Paulie Gee's,Tyler Herro,MIA,30,PG,SG,,0,15,3,4,0,6,6,-2,12,-14,0
2024,17,Paulie Gee's,Devin Booker,PHO,186,PG,SG,SF,-38,113,4,4,28,58,17,-24,74,-85,35
2024,17,Paulie Gee's,Dereck Lively II,DAL,42,C,,,-3,9,0,8,16,2,7,0,8,-6,1
2024,17,Paulie Gee's,Zion Williamson,NOP,237,PF,,,-28,119,0,20,16,78,31,-26,98,-92,21
2024,17,Paulie Gee's,Kawhi Leonard,LAC,146,SF,PF,,-12,82,3,8,36,20,23,-28,68,-65,11
2024,17,Paulie Gee's,Myles Turner,IND,82,C,,,-15,46,2,8,8,4,19,-10,30,-24,14
2024,17,Paulie Gee's,Jaime Jaquez Jr.,MIA,47,SF,,,-3,24,0,0,8,14,12,-8,22,-24,2
2024,17,Paulie Gee's,Grant Williams,CHA,13,PF,,,-1,10,1,0,0,2,3,-2,8,-9,1
2024,17,Paulie Gee's,Jalen Duren,DET,127,C,,,-11,46,0,16,16,20,41,-14,38,-33,8
2024,17,Paulie Gee's,Gordon Hayward,OKC,2,SF,,,0,0,0,0,0,0,4,0,0,-2,0
2024,17,Paulie Gee's,Scoot Henderson,POR,48,PG,,,-11,29,1,0,4,26,2,-10,18,-21,10
2024,17,Paulie Gee's,Jeremy Sochan,SAS,84,PG,PF,,-4,32,1,12,16,16,23,-10,28,-33,3
2024,17,Paulie Gee's,Tyrese Maxey,PHL,219,PG,SG,,-26,135,13,0,20,66,26,-28,98,-109,24
2024,17,Paulie Gee's,P.J. Washington,DAL,12,PF,,,-2,9,0,0,0,6,5,-4,8,-11,1
2024,17,Paulie Gee's,Jalen Green,HOU,91,SG,,,-13,51,6,12,12,28,19,-14,34,-55,11
2024,17,The Bronx Orthodox Church,Lonnie Walker IV,BKN,39,SG,SF,,-3,19,3,0,8,8,5,-2,14,-15,2
2024,17,The Bronx Orthodox Church,D'Angelo Russell,LAL,210,PG,SG,,-13,92,14,8,20,84,22,-22,68,-73,10
2024,17,The Bronx Orthodox Church,Malik Monk,SAC,82,SG,SF,,-10,49,1,12,12,22,10,-20,38,-42,10
2024,17,The Bronx Orthodox Church,Anfernee Simons,POR,82,PG,SG,,-9,63,10,0,8,38,15,-26,44,-70,9
2024,17,The Bronx Orthodox Church,Kristaps Porzingis,BOS,102,PF,C,,-7,51,8,20,4,12,13,-6,36,-36,7
2024,17,The Bronx Orthodox Church,Russell Westbrook,LAC,81,PG,,,-12,49,2,0,24,32,14,-16,38,-59,9
2024,17,The Bronx Orthodox Church,Miles Bridges,CHA,206,SF,PF,,-10,100,13,8,28,38,50,-22,80,-86,7
2024,17,The Bronx Orthodox Church,Kyle Kuzma,WAS,140,SF,PF,,-18,95,9,4,20,20,30,-24,76,-82,10
2024,17,The Bronx Orthodox Church,Cam Whitmore,HOU,11,SF,,,-5,15,2,0,0,2,3,-8,10,-11,3
2024,17,The Bronx Orthodox Church,Anthony Davis,LAL,276,PF,C,,-36,134,2,52,16,12,71,-20,102,-87,30
2024,17,The Bronx Orthodox Church,Brook Lopez,MIL,158,C,,,-4,57,11,56,12,18,29,-14,42,-53,4
2024,17,The Bronx Orthodox Church,Michael Porter Jr.,DEN,170,SF,,,-10,95,13,4,12,20,40,-10,72,-76,10
2024,17,The Bronx Orthodox Church,Jrue Holiday,BOS,137,PG,SG,,-2,38,7,8,24,58,13,-12,30,-28,1
2024,17,The Bronx Orthodox Church,Lauri Markkanen,UTA,177,SF,PF,,-17,102,16,8,12,28,43,-14,70,-87,16
2024,17,NYC Chopp Cheese,CJ McCollum,NOP,66,PG,SG,,-3,41,7,4,4,18,13,-8,32,-44,2
2024,17,NYC Chopp Cheese,Cade Cunningham,DET,116,PG,SG,,-9,55,4,8,8,46,16,-16,44,-47,7
2024,17,NYC Chopp Cheese,Austin Reaves,LAL,177,SG,SF,,-10,77,11,16,20,60,22,-28,56,-57,10
2024,17,NYC Chopp Cheese,Spencer Dinwiddie,LAL,23,PG,SG,,-1,9,2,0,8,20,3,-8,6,-17,1
2024,17,NYC Chopp Cheese,Ayo Dosunmu,CHI,167,SG,,,-3,76,14,4,20,50,17,-16,60,-57,2
2024,17,NYC Chopp Cheese,Jalen Johnson,ATL,159,SF,PF,,-10,65,2,28,8,26,42,-6,58,-59,5
2024,17,NYC Chopp Cheese,Bam Adebayo,MIA,151,C,,,-9,63,0,12,20,32,32,-16,56,-46,7
2024,17,NYC Chopp Cheese,Kelly Oubre Jr.,PHL,117,SF,PF,,-10,69,4,4,36,12,24,-24,58,-63,7
2024,17,NYC Chopp Cheese,Jalen Williams,OKC,158,SG,SF,PF,-14,84,8,16,8,38,12,-10,66,-60,10
2024,17,NYC Chopp Cheese,Aaron Nesmith,IND,41,SF,,,-7,29,3,8,0,4,5,-4,22,-23,4
2024,17,NYC Chopp Cheese,Donovan Mitchell,CLE,140,PG,SG,,-35,82,9,0,24,36,14,-12,42,-51,31
2024,17,NYC Chopp Cheese,Dejounte Murray,ATL,176,PG,SG,,-11,79,5,8,24,62,31,-26,66,-70,8
2024,17,NYC Chopp Cheese,Walker Kessler,UTA,102,C,,,-7,27,0,36,16,10,23,-12,22,-18,5
2024,17,NYC Chopp Cheese,Jaylen Brown,BOS,61,SG,SF,,-12,40,4,4,8,18,6,-12,28,-31,8
2024,17,NYC Chopp Cheese,Precious Achiuwa,NYK,94,PF,C,,-8,34,1,20,8,6,37,-12,30,-25,3
2024,17,Who Invited This Kid?,Jaden Ivey,DET,61,PG,SG,,-10,39,4,8,12,30,4,-14,26,-47,9
2024,17,Who Invited This Kid?,Amen Thompson,HOU,198,SG,,,-18,70,1,36,40,28,46,-18,60,-56,9
2024,17,Who Invited This Kid?,Jordan Poole,WAS,138,PG,SG,,-8,74,14,4,28,34,19,-20,52,-67,8
2024,17,Who Invited This Kid?,Franz Wagner,ORL,143,SG,SF,PF,-19,83,5,4,20,40,27,-26,62,-69,16
2024,17,Who Invited This Kid?,Immanuel Quickley,TOR,135,PG,SG,,-8,69,13,4,16,36,22,-14,48,-59,8
2024,17,Who Invited This Kid?,Collin Sexton,UTA,198,PG,SG,,-35,108,9,12,20,64,13,-26,68,-66,31
2024,17,Who Invited This Kid?,Jerami Grant,POR,72,PF,,,-9,52,6,0,24,26,5,-22,40,-56,6
2024,17,Who Invited This Kid?,Domantas Sabonis,SAC,270,PF,C,,-15,94,0,16,28,84,57,-18,82,-70,12
2024,17,Who Invited This Kid?,Keyonte George,UTA,39,PG,SG,,0,23,3,4,4,22,6,-16,20,-27,0
2024,17,Who Invited This Kid?,Andrew Wiggins,GSW,191,SF,PF,,-11,94,14,12,28,28,24,-14,70,-64,10
2024,17,Who Invited This Kid?,Anthony Edwards,MIN,156,SG,SF,,-20,98,9,8,20,20,21,-12,74,-77,15
2024,17,Who Invited This Kid?,Jonathan Kuminga,GSW,139,PF,,,-22,63,1,16,12,44,29,-16,46,-50,16
2024,17,Who Invited This Kid?,Paolo Banchero,ORL,149,SF,PF,,-17,86,8,12,4,44,23,-22,66,-67,12
2024,17,Who Invited This Kid?,Rudy Gobert,MIN,122,C,,,-10,45,0,28,0,4,45,-6,38,-29,7
2024,17,For All the bullDawgs,Jaime Jaquez Jr.,MIA,14,SF,,,-4,8,0,0,4,2,4,0,4,-8,4
2024,17,For All the bullDawgs,Myles Turner,IND,47,C,,,-5,22,1,8,8,2,5,-2,16,-13,5
2024,17,For All the bullDawgs,James Harden,LAC,177,PG,SG,,-35,89,13,12,8,62,29,-22,44,-55,32
2024,17,For All the bullDawgs,De'Andre Hunter,ATL,141,SF,PF,,-24,84,10,8,16,10,21,-8,50,-50,24
2024,17,For All the bullDawgs,Kyrie Irving,DAL,214,PG,SG,,-14,118,14,12,12,32,27,-10,92,-81,12
2024,17,For All the bullDawgs,Max Strus,CLE,125,SG,SF,,-11,52,6,8,16,48,15,-18,38,-37,8
2024,17,For All the bullDawgs,Bobby Portis,MIL,131,PF,C,,-2,75,7,8,4,18,29,-14,66,-62,2
2024,17,For All the bullDawgs,Clint Capela,ATL,18,C,,,-4,9,0,4,0,2,14,-4,6,-12,3
2024,17,For All the bullDawgs,Jimmy Butler,MIA,53,SF,PF,,-12,23,1,4,12,12,9,-6,14,-12,8
2024,17,For All the bullDawgs,Caris LeVert,CLE,123,SG,SF,,-12,46,3,16,4,58,27,-10,32,-52,11
2024,17,For All the bullDawgs,Damian Lillard,MIL,183,PG,,,-23,103,13,4,20,72,26,-34,68,-88,22
2024,17,Team Chigga,Daniel Gafford,DAL,117,PF,C,,-9,38,0,32,8,10,37,-10,32,-27,6
2024,17,Team Chigga,Tyrese Haliburton,IND,206,PG,SG,,-6,76,13,0,32,94,15,-20,58,-61,5
2024,17,Team Chigga,Buddy Hield,PHL,169,SG,SF,,-2,84,20,4,16,58,16,-26,62,-65,2
2024,17,Team Chigga,Aaron Gordon,DEN,175,PF,,,-18,81,3,16,28,34,32,-26,64,-53,14
2024,17,Team Chigga,Jusuf Nurkic,PHO,115,C,,,-11,32,0,16,20,24,36,-10,24,-24,8
2024,17,Team Chigga,Donte DiVincenzo,NYK,98,SG,,,0,51,13,12,16,14,12,-10,38,-48,0
2024,17,Team Chigga,Jayson Tatum,BOS,213,SF,PF,,-23,105,14,8,28,50,34,-20,72,-74,19
2024,17,Team Chigga,Nikola Vucevic,CHI,125,C,,,-11,77,4,0,8,16,46,-18,64,-70,9
2024,17,Team Chigga,Markelle Fultz,ORL,27,PG,SG,,-2,7,0,4,4,10,11,-4,6,-10,1
2024,17,Team Chigga,Bogdan Bogdanovic,ATL,136,SG,SF,,-7,71,14,0,20,32,16,-14,50,-53,7
2024,17,Team Chigga,Paul George,LAC,127,SG,SF,PF,-15,70,9,4,16,34,23,-14,48,-61,13
2024,17,Team Chigga,Mike Conley,MIN,141,PG,,,-6,47,9,12,32,42,17,-14,32,-36,6
2024,17,Team Chigga,Alec Burks,NYK,7,SG,,,-2,12,2,0,0,4,4,-4,8,-19,2
2024,17,Team Chigga,Derrick White,BOS,180,PG,SG,,-8,84,16,12,20,36,13,-12,60,-49,8
2024,17,Team Chigga,Dennis Smith Jr.,BKN,5,PG,,,0,0,0,0,4,8,5,-4,0,-8,0
2024,17,Pooh Shaisty,Coby White,CHI,149,PG,SG,,-18,88,12,0,20,36,20,-16,60,-69,16
2024,17,Pooh Shaisty,Kevin Durant,PHO,222,SF,PF,,-35,126,8,28,16,52,39,-36,90,-94,28
2024,17,Pooh Shaisty,Tobias Harris,PHL,64,SF,PF,,-4,23,1,12,12,8,17,-2,18,-25,4
2024,17,Pooh Shaisty,Keldon Johnson,SAS,59,SF,,,-9,29,2,8,12,18,8,-8,20,-28,7
2024,17,Pooh Shaisty,Jaren Jackson Jr.,MEM,106,PF,C,,-14,69,7,4,20,22,12,-20,52,-56,10
2024,17,Pooh Shaisty,Klay Thompson,GSW,153,SG,SF,,-7,100,19,0,8,20,20,-12,74,-76,7
2024,17,Pooh Shaisty,Jordan Clarkson,UTA,147,SG,,,-21,89,12,4,4,58,19,-26,58,-69,19
2024,17,Pooh Shaisty,Jonas Valanciunas,NOP,96,C,,,-6,42,0,16,0,12,38,-10,38,-38,4
2024,17,Pooh Shaisty,Deandre Ayton,POR,173,C,,,-4,72,0,8,16,18,49,-8,68,-50,4
2024,17,Pooh Shaisty,Trae Young,ATL,83,PG,,,-16,42,6,0,0,66,8,-20,22,-39,14
2024,17,Pooh Shaisty,Nic Claxton,BKN,99,PF,C,,-4,34,0,12,8,20,33,-10,32,-28,2
2024,17,Pooh Shaisty,Saddiq Bey,ATL,47,SF,PF,,-2,30,6,0,4,4,11,-4,22,-26,2
2024,17,Pooh Shaisty,Tim Hardaway Jr.,DAL,44,SG,SF,,-2,25,4,4,16,12,9,-12,20,-33,1
2024,17,Pooh Shaisty,Shai Gilgeous-Alexander,OKC,185,PG,SG,,-28,98,4,12,24,42,15,-12,68,-64,26
2024,17,Pooh Shaisty,Josh Hart,NYK,129,SG,SF,,-5,55,7,4,16,32,34,-20,44,-42,4
2024,18,I Watch Basketbal,Ben Simmons,BKN,18,PG,PF,,0,4,0,0,0,6,6,0,4,-2,0
2024,18,I Watch Basketbal,Ausar Thompson,DET,131,SG,SF,,-10,43,6,16,44,20,25,-16,32,-34,5
2024,18,I Watch Basketbal,Brandon Ingram,NOP,138,SF,PF,,-25,88,5,8,4,30,20,-16,60,-59,23
2024,18,I Watch Basketbal,Brandon Miller,CHA,93,SG,SF,,-4,61,8,4,4,12,19,-8,50,-56,3
2024,18,I Watch Basketbal,Jarrett Allen,CLE,136,C,,,-20,57,0,20,12,24,35,-8,42,-41,15
2024,18,I Watch Basketbal,Luka Doncic,DAL,307,PG,,,-28,150,14,0,24,102,43,-30,112,-104,24
2024,18,I Watch Basketbal,Stephen Curry,GSW,114,PG,,,-3,78,19,4,8,32,23,-24,56,-82,3
2024,18,I Watch Basketbal,Grayson Allen,PHO,39,SG,,,-2,16,4,8,12,12,8,-6,10,-25,2
2024,18,I Watch Basketbal,Terry Rozier,MIA,61,PG,SG,,-10,33,2,0,8,24,7,-10,22,-24,9
2024,18,I Watch Basketbal,LeBron James,LAL,181,SF,PF,,-10,91,11,12,16,52,14,-20,74,-65,6
2024,18,I Watch Basketbal,Ivica Zubac,LAC,4,C,,,0,2,0,0,0,2,2,-2,2,-2,0
2024,18,I Watch Basketbal,Herbert Jones,NOP,73,SF,PF,,-8,35,4,4,16,6,6,-2,24,-19,7
2024,18,I Watch Basketbal,Brandin Podziemski,GSW,12,SG,,,-1,2,0,0,4,8,3,0,2,-6,0
2024,18,I Watch Basketbal,Alex Caruso,OKC,42,PG,SG,,-2,15,3,0,24,6,6,-6,10,-16,2
