Year,Week,Type,Team Name,Home/Away,Points For,Points Against,Win,Loss,Opponent Team Name
2022,11,Regular,Who Invited This Kid?,Away,1170,885,1,0,NYC Chopp Cheese
2022,12,Regular,Who Invited This Kid?,Away,1304,875,1,0,L-Eat Gang
2022,13,Regular,Who Invited This Kid?,Away,1292,846,1,0,Fuck Kevin Garnett
2022,14,Regular,Who Invited This Kid?,Home,1285,1059,1,0,The Bronx Gangbangers
2022,15,Regular,Who Invited This Kid?,Home,1256,1385,0,1,New Jersey Eren
2022,16,Regular,Who Invited This Kid?,Away,1446,1437,1,0,Monjizl Wanker Lads
2022,17,Regular,Who Invited This Kid?,Home,1330,916,1,0,Team nunu man 
2022,18,Regular,Who Invited This Kid?,Away,1865,1283,1,0,My Entire Team  Suggs
2022,19,Regular,Who Invited This Kid?,Home,1321,769,1,0,The Taste of Lavar's Balls
2022,20,Regular,Who Invited This Kid?,Away,1292,1262,1,0,Michigan Wolversemen
2022,21,Regular,Who Invited This Kid?,Home,1272,971,1,0,My Entire Team  Suggs
2022,22,Playoffs,Who Invited This Kid?,Home,1440,1134,1,0,Ben’s Sons
2022,23,Playoffs,Who Invited This Kid?,Home,1382,2004,0,1,New Jersey Eren
2022,24,Playoffs,Who Invited This Kid?,Home,976,604,1,0,L-Eat Gang
2022,1,Regular,The Taste of Lavar's Balls,Away,1034,676,1,0,NYC Chopp Cheese
2022,2,Regular,The Taste of Lavar's Balls,Away,1306,1408,0,1,Ben’s Sons
2022,3,Regular,The Taste of Lavar's Balls,Home,1444,985,1,0,Team nunu man 
2022,4,Regular,The Taste of Lavar's Balls,Away,1138,1212,0,1,Michigan Wolversemen
2022,5,Regular,The Taste of Lavar's Balls,Away,1246,1250,0,1,My Entire Team  Suggs
2022,6,Regular,The Taste of Lavar's Balls,Away,1218,1140,1,0,The Bronx Gangbangers
2022,7,Regular,The Taste of Lavar's Balls,Home,1050,1261,0,1,L-Eat Gang
2022,8,Regular,The Taste of Lavar's Balls,Away,1077,1286,0,1,Who Invited This Kid?
2022,9,Regular,The Taste of Lavar's Balls,Home,1280,809,1,0,Fuck Kevin Garnett
2022,10,Regular,The Taste of Lavar's Balls,Away,929,828,1,0,New Jersey Eren
2022,11,Regular,The Taste of Lavar's Balls,Home,1090,567,1,0,Monjizl Wanker Lads
2022,12,Regular,The Taste of Lavar's Balls,Home,1236,1101,1,0,NYC Chopp Cheese
2022,13,Regular,The Taste of Lavar's Balls,Home,935,1290,0,1,Ben’s Sons
2022,14,Regular,The Taste of Lavar's Balls,Away,890,1233,0,1,Team nunu man 
2022,15,Regular,The Taste of Lavar's Balls,Home,545,1416,0,1,Michigan Wolversemen
2022,16,Regular,The Taste of Lavar's Balls,Home,931,1289,0,1,My Entire Team  Suggs
2022,17,Regular,The Taste of Lavar's Balls,Away,1108,1256,0,1,The Bronx Gangbangers
2022,18,Regular,The Taste of Lavar's Balls,Home,1280,1663,0,1,L-Eat Gang
2022,19,Regular,The Taste of Lavar's Balls,Away,769,1321,0,1,Who Invited This Kid?
2022,20,Regular,The Taste of Lavar's Balls,Home,1088,742,1,0,Fuck Kevin Garnett
2022,21,Regular,The Taste of Lavar's Balls,Away,1154,1048,1,0,The Bronx Gangbangers
2022,22,Playoffs,The Taste of Lavar's Balls,Away,1229,1234,0,1,Michigan Wolversemen
2022,23,Playoffs,The Taste of Lavar's Balls,Away,610,920,0,1,Ben’s Sons
2022,24,Playoffs,The Taste of Lavar's Balls,Away,1087,674,1,0,Monjizl Wanker Lads
2022,1,Regular,Ben’s Sons,Away,987,1029,0,1,Michigan Wolversemen
2022,2,Regular,Ben’s Sons,Home,1408,1306,1,0,The Taste of Lavar's Balls
2022,3,Regular,Ben’s Sons,Away,1540,1206,1,0,My Entire Team  Suggs
2022,4,Regular,Ben’s Sons,Home,1141,1147,0,1,Team nunu man 
2022,5,Regular,Ben’s Sons,Away,1163,807,1,0,NYC Chopp Cheese
2022,6,Regular,Ben’s Sons,Away,1243,763,1,0,New Jersey Eren
2022,7,Regular,Ben’s Sons,Home,1354,1009,1,0,Monjizl Wanker Lads
2022,8,Regular,Ben’s Sons,Away,1252,1092,1,0,The Bronx Gangbangers
2022,9,Regular,Ben’s Sons,Home,717,1048,0,1,L-Eat Gang
2022,10,Regular,Ben’s Sons,Away,737,674,1,0,Who Invited This Kid?
2022,11,Regular,Ben’s Sons,Home,923,971,0,1,Fuck Kevin Garnett
2022,12,Regular,Ben’s Sons,Home,1210,1450,0,1,Michigan Wolversemen
2022,13,Regular,Ben’s Sons,Away,1290,935,1,0,The Taste of Lavar's Balls
2022,14,Regular,Ben’s Sons,Home,1185,1243,0,1,My Entire Team  Suggs
2022,15,Regular,Ben’s Sons,Away,1249,710,1,0,Team nunu man 
2022,16,Regular,Ben’s Sons,Home,1135,1190,0,1,NYC Chopp Cheese
2022,17,Regular,Ben’s Sons,Away,1195,1195,0,1,New Jersey Eren
2022,18,Regular,Ben’s Sons,Home,1387,1803,0,1,Monjizl Wanker Lads
2022,19,Regular,Ben’s Sons,Away,1227,1397,0,1,The Bronx Gangbangers
2022,20,Regular,Ben’s Sons,Home,1270,1085,1,0,L-Eat Gang
2022,21,Regular,Ben’s Sons,Away,1152,1239,0,1,New Jersey Eren
2022,22,Playoffs,Ben’s Sons,Away,1134,1440,0,1,Who Invited This Kid?
2022,23,Playoffs,Ben’s Sons,Home,920,610,1,0,The Taste of Lavar's Balls
2022,24,Playoffs,Ben’s Sons,Away,415,1073,0,1,My Entire Team  Suggs
2022,1,Regular,L-Eat Gang,Away,1083,1069,1,0,Who Invited This Kid?
2022,2,Regular,L-Eat Gang,Home,1369,1457,0,1,Monjizl Wanker Lads
2022,3,Regular,L-Eat Gang,Home,1273,1257,1,0,New Jersey Eren
2022,4,Regular,L-Eat Gang,Away,1477,1238,1,0,Fuck Kevin Garnett
2022,5,Regular,L-Eat Gang,Home,1268,1425,0,1,The Bronx Gangbangers
2022,6,Regular,L-Eat Gang,Home,1324,1322,1,0,My Entire Team  Suggs
2022,7,Regular,L-Eat Gang,Away,1261,1050,1,0,The Taste of Lavar's Balls
2022,8,Regular,L-Eat Gang,Home,1083,1459,0,1,Michigan Wolversemen
2022,9,Regular,L-Eat Gang,Away,1048,717,1,0,Ben’s Sons
2022,10,Regular,L-Eat Gang,Home,1069,1019,1,0,NYC Chopp Cheese
2022,11,Regular,L-Eat Gang,Away,896,610,1,0,Team nunu man 
2022,12,Regular,L-Eat Gang,Home,875,1304,0,1,Who Invited This Kid?
2022,13,Regular,L-Eat Gang,Away,814,1130,0,1,Monjizl Wanker Lads
2022,14,Regular,L-Eat Gang,Away,1096,1599,0,1,New Jersey Eren
2022,15,Regular,L-Eat Gang,Home,968,1180,0,1,Fuck Kevin Garnett
2022,16,Regular,L-Eat Gang,Away,916,1459,0,1,The Bronx Gangbangers
2022,17,Regular,L-Eat Gang,Home,1143,1000,1,0,My Entire Team  Suggs
2022,18,Regular,L-Eat Gang,Away,1663,1280,1,0,The Taste of Lavar's Balls
2022,19,Regular,L-Eat Gang,Home,984,1285,0,1,Michigan Wolversemen
2022,20,Regular,L-Eat Gang,Away,1085,1270,0,1,Ben’s Sons
2022,21,Regular,L-Eat Gang,Home,1016,877,1,0,Team nunu man 
2022,22,Playoffs,L-Eat Gang,Away,1216,1170,1,0,Monjizl Wanker Lads
2022,23,Playoffs,L-Eat Gang,Away,1191,1430,0,1,Michigan Wolversemen
2022,24,Playoffs,L-Eat Gang,Away,604,976,0,1,Who Invited This Kid?
2022,1,Regular,Michigan Wolversemen,Home,1029,987,1,0,Ben’s Sons
2022,2,Regular,Michigan Wolversemen,Away,1100,1039,1,0,My Entire Team  Suggs
2022,3,Regular,Michigan Wolversemen,Home,1142,782,1,0,NYC Chopp Cheese
2022,4,Regular,Michigan Wolversemen,Home,1212,1138,1,0,The Taste of Lavar's Balls
2022,5,Regular,Michigan Wolversemen,Away,1097,1094,1,0,Team nunu man 
2022,6,Regular,Michigan Wolversemen,Away,1288,896,1,0,Monjizl Wanker Lads
2022,7,Regular,Michigan Wolversemen,Home,1035,1200,0,1,The Bronx Gangbangers
2022,8,Regular,Michigan Wolversemen,Away,1459,1083,1,0,L-Eat Gang
2022,9,Regular,Michigan Wolversemen,Home,1113,902,1,0,Who Invited This Kid?
2022,10,Regular,Michigan Wolversemen,Away,949,620,1,0,Fuck Kevin Garnett
2022,11,Regular,Michigan Wolversemen,Home,1120,1081,1,0,New Jersey Eren
2022,12,Regular,Michigan Wolversemen,Away,1450,1210,1,0,Ben’s Sons
2022,13,Regular,Michigan Wolversemen,Home,1204,1115,1,0,My Entire Team  Suggs
2022,14,Regular,Michigan Wolversemen,Away,1311,1172,1,0,NYC Chopp Cheese
2022,15,Regular,Michigan Wolversemen,Away,1416,545,1,0,The Taste of Lavar's Balls
2022,16,Regular,Michigan Wolversemen,Home,1161,880,1,0,Team nunu man 
2022,17,Regular,Michigan Wolversemen,Away,1173,1186,0,1,Monjizl Wanker Lads
2022,18,Regular,Michigan Wolversemen,Home,1548,1458,1,0,The Bronx Gangbangers
2022,19,Regular,Michigan Wolversemen,Away,1285,984,1,0,L-Eat Gang
2022,20,Regular,Michigan Wolversemen,Home,1262,1292,0,1,Who Invited This Kid?
2022,21,Regular,Michigan Wolversemen,Away,1453,908,1,0,Fuck Kevin Garnett
2022,22,Playoffs,Michigan Wolversemen,Home,1234,1229,1,0,The Taste of Lavar's Balls
2022,23,Playoffs,Michigan Wolversemen,Home,1430,1191,1,0,L-Eat Gang
2022,24,Playoffs,Michigan Wolversemen,Home,1207,1467,0,1,New Jersey Eren
2022,1,Regular,The Bronx Gangbangers,Away,835,899,0,1,Fuck Kevin Garnett
2022,2,Regular,The Bronx Gangbangers,Away,1267,1190,1,0,New Jersey Eren
2022,3,Regular,The Bronx Gangbangers,Home,1334,1451,0,1,Who Invited This Kid?
2022,4,Regular,The Bronx Gangbangers,Away,1648,1114,1,0,Monjizl Wanker Lads
2022,5,Regular,The Bronx Gangbangers,Away,1425,1268,1,0,L-Eat Gang
2022,6,Regular,The Bronx Gangbangers,Home,1140,1218,0,1,The Taste of Lavar's Balls
2022,7,Regular,The Bronx Gangbangers,Away,1200,1035,1,0,Michigan Wolversemen
2022,8,Regular,The Bronx Gangbangers,Home,1092,1252,0,1,Ben’s Sons
2022,9,Regular,The Bronx Gangbangers,Away,757,783,0,1,NYC Chopp Cheese
2022,10,Regular,The Bronx Gangbangers,Home,586,765,0,1,Team nunu man 
2022,11,Regular,The Bronx Gangbangers,Away,930,1081,0,1,My Entire Team  Suggs
2022,12,Regular,The Bronx Gangbangers,Home,1166,1106,1,0,Fuck Kevin Garnett
2022,13,Regular,The Bronx Gangbangers,Home,871,1397,0,1,New Jersey Eren
2022,14,Regular,The Bronx Gangbangers,Away,1059,1285,0,1,Who Invited This Kid?
2022,15,Regular,The Bronx Gangbangers,Home,1147,1269,0,1,Monjizl Wanker Lads
2022,16,Regular,The Bronx Gangbangers,Home,1459,916,1,0,L-Eat Gang
2022,17,Regular,The Bronx Gangbangers,Home,1256,1108,1,0,The Taste of Lavar's Balls
2022,18,Regular,The Bronx Gangbangers,Away,1458,1548,0,1,Michigan Wolversemen
2022,19,Regular,The Bronx Gangbangers,Home,1397,1227,1,0,Ben’s Sons
2022,20,Regular,The Bronx Gangbangers,Away,1455,1314,1,0,NYC Chopp Cheese
2022,21,Regular,The Bronx Gangbangers,Home,1048,1154,0,1,The Taste of Lavar's Balls
2022,22,Playoffs,The Bronx Gangbangers,Home,76,798,0,1,Fuck Kevin Garnett
2022,23,Playoffs,The Bronx Gangbangers,Home,0,976,0,1,NYC Chopp Cheese
2022,24,Playoffs,The Bronx Gangbangers,Home,0,745,0,1,Team nunu man 
2022,1,Regular,NYC Chopp Cheese,Home,676,1034,0,1,The Taste of Lavar's Balls
2022,2,Regular,NYC Chopp Cheese,Away,876,1421,0,1,Team nunu man 
2022,3,Regular,NYC Chopp Cheese,Away,782,1142,0,1,Michigan Wolversemen
2022,4,Regular,NYC Chopp Cheese,Home,1056,1229,0,1,My Entire Team  Suggs
2022,5,Regular,NYC Chopp Cheese,Home,807,1163,0,1,Ben’s Sons
2022,6,Regular,NYC Chopp Cheese,Away,892,972,0,1,Fuck Kevin Garnett
2022,7,Regular,NYC Chopp Cheese,Home,617,1049,0,1,New Jersey Eren
2022,8,Regular,NYC Chopp Cheese,Away,731,1048,0,1,Monjizl Wanker Lads
2022,9,Regular,NYC Chopp Cheese,Home,783,757,1,0,The Bronx Gangbangers
2022,10,Regular,NYC Chopp Cheese,Away,1019,1069,0,1,L-Eat Gang
2022,11,Regular,NYC Chopp Cheese,Home,885,1170,0,1,Who Invited This Kid?
2022,12,Regular,NYC Chopp Cheese,Away,1101,1236,0,1,The Taste of Lavar's Balls
2022,13,Regular,NYC Chopp Cheese,Home,1106,988,1,0,Team nunu man 
2022,14,Regular,NYC Chopp Cheese,Home,1172,1311,0,1,Michigan Wolversemen
2022,15,Regular,NYC Chopp Cheese,Away,1003,1099,0,1,My Entire Team  Suggs
2022,16,Regular,NYC Chopp Cheese,Away,1190,1135,1,0,Ben’s Sons
2022,17,Regular,NYC Chopp Cheese,Away,1060,1005,1,0,Fuck Kevin Garnett
2022,18,Regular,NYC Chopp Cheese,Home,1212,1294,0,1,New Jersey Eren
2022,19,Regular,NYC Chopp Cheese,Away,1143,1207,0,1,Monjizl Wanker Lads
2022,20,Regular,NYC Chopp Cheese,Home,1314,1455,0,1,The Bronx Gangbangers
2022,21,Regular,NYC Chopp Cheese,Away,920,989,0,1,Monjizl Wanker Lads
2022,22,Playoffs,NYC Chopp Cheese,Away,620,902,0,1,Team nunu man 
2022,23,Playoffs,NYC Chopp Cheese,Away,976,0,1,0,The Bronx Gangbangers
2022,24,Playoffs,NYC Chopp Cheese,Away,903,763,1,0,Fuck Kevin Garnett
2023,1,Regular,Keegan It Real,Home,1118,1242,0,1,Team Chigga
2023,2,Regular,Keegan It Real,Home,1315,1456,0,1,New Jersey Eren
2023,3,Regular,Keegan It Real,Away,1150,1164,0,1,Who Invited This Kid?
2023,4,Regular,Keegan It Real,Home,1475,1287,1,0,NY L-Eat Gang
2023,5,Regular,Keegan It Real,Home,1243,1225,1,0,The Bronx Orthodox Church
2023,6,Regular,Keegan It Real,Away,1269,1557,0,1,Fordham Rams
2023,7,Regular,Keegan It Real,Home,1424,1612,0,1,Paulie Gee's
2023,8,Regular,Keegan It Real,Away,942,1390,0,1,I Watch Basketbal
2023,9,Regular,Keegan It Real,Away,1107,1481,0,1,The Bronx Orthodox Church
2023,10,Regular,Keegan It Real,Away,940,1195,0,1,Team Chigga
2023,11,Regular,Keegan It Real,Away,1159,1396,0,1,New Jersey Eren
2023,12,Regular,Keegan It Real,Home,1127,1722,0,1,Who Invited This Kid?
2023,13,Regular,Keegan It Real,Home,1484,1117,1,0,Pooh Shaisty
2023,14,Regular,Keegan It Real,Away,0,1134,0,1,NY L-Eat Gang
2023,15,Regular,Keegan It Real,Home,1219,1598,0,1,Fordham Rams
2023,16,Regular,Keegan It Real,Away,1450,712,1,0,Paulie Gee's
2023,17,Regular,Keegan It Real,Home,1348,1127,1,0,I Watch Basketbal
2023,18,Regular,Keegan It Real,Away,1371,1940,0,1,Pooh Shaisty
2023,19,Regular,Keegan It Real,Home,998,1301,0,1,NY L-Eat Gang
2023,20,Regular,Keegan It Real,Away,917,1492,0,1,Fordham Rams
2023,21,Regular,Keegan It Real,Home,856,1131,0,1,Paulie Gee's
2023,22,Playoffs,Keegan It Real,Away,1173,477,1,0,NY L-Eat Gang
2023,23,Playoffs,Keegan It Real,Away,1314,1259,1,0,Who Invited This Kid?
2023,24,Playoffs,Keegan It Real,Away,795,1000,0,1,I Watch Basketbal
2023,1,Regular,New Jersey Eren,Home,1409,986,1,0,Who Invited This Kid?
2023,2,Regular,New Jersey Eren,Away,1456,1315,1,0,Keegan It Real
2023,3,Regular,New Jersey Eren,Away,1334,1218,1,0,The Bronx Orthodox Church
2023,4,Regular,New Jersey Eren,Home,1405,1468,0,1,Team Chigga
2023,5,Regular,New Jersey Eren,Home,1143,1276,0,1,Pooh Shaisty
2023,6,Regular,New Jersey Eren,Away,1355,1041,1,0,NY L-Eat Gang
2023,7,Regular,New Jersey Eren,Home,1424,1492,0,1,Fordham Rams
2023,8,Regular,New Jersey Eren,Away,1185,1210,0,1,Paulie Gee's
2023,9,Regular,New Jersey Eren,Home,1350,1179,1,0,I Watch Basketbal
2023,10,Regular,New Jersey Eren,Away,1505,1430,1,0,Who Invited This Kid?
2023,11,Regular,New Jersey Eren,Home,1396,1159,1,0,Keegan It Real
2023,12,Regular,New Jersey Eren,Home,1458,1349,1,0,The Bronx Orthodox Church
2023,13,Regular,New Jersey Eren,Away,1201,1557,0,1,Team Chigga
2023,14,Regular,New Jersey Eren,Away,1656,1444,1,0,Pooh Shaisty
2023,15,Regular,New Jersey Eren,Home,1627,1108,1,0,NY L-Eat Gang
2023,16,Regular,New Jersey Eren,Away,1640,1531,1,0,Fordham Rams
2023,17,Regular,New Jersey Eren,Home,1530,1419,1,0,Paulie Gee's
2023,18,Regular,New Jersey Eren,Away,1606,1408,1,0,I Watch Basketbal
2023,19,Regular,New Jersey Eren,Home,1838,1365,1,0,Pooh Shaisty
2023,20,Regular,New Jersey Eren,Away,1508,868,1,0,NY L-Eat Gang
2023,21,Regular,New Jersey Eren,Home,1802,1674,1,0,Fordham Rams
2023,22,Playoffs,New Jersey Eren,Home,1560,1276,1,0,Pooh Shaisty
2023,23,Playoffs,New Jersey Eren,Home,1244,1241,1,0,Fordham Rams
2023,1,Regular,Team Chigga,Away,1242,1118,1,0,Keegan It Real
2023,2,Regular,Team Chigga,Home,1497,1624,0,1,The Bronx Orthodox Church
2023,3,Regular,Team Chigga,Home,1599,1416,1,0,Fordham Rams
2023,4,Regular,Team Chigga,Away,1468,1405,1,0,New Jersey Eren
2023,5,Regular,Team Chigga,Home,1312,810,1,0,Who Invited This Kid?
2023,6,Regular,Team Chigga,Away,1239,1333,0,1,Paulie Gee's
2023,7,Regular,Team Chigga,Home,1430,1345,1,0,I Watch Basketbal
2023,8,Regular,Team Chigga,Away,1538,1430,1,0,Pooh Shaisty
2023,9,Regular,Team Chigga,Away,1283,1394,0,1,Who Invited This Kid?
2023,10,Regular,Team Chigga,Home,1195,940,1,0,Keegan It Real
2023,11,Regular,Team Chigga,Away,1766,1591,1,0,The Bronx Orthodox Church
2023,12,Regular,Team Chigga,Home,1511,1170,1,0,NY L-Eat Gang
2023,13,Regular,Team Chigga,Home,1557,1201,1,0,New Jersey Eren
2023,14,Regular,Team Chigga,Away,1300,1430,0,1,Fordham Rams
2023,15,Regular,Team Chigga,Home,1441,1436,1,0,Paulie Gee's
2023,16,Regular,Team Chigga,Away,1278,1486,0,1,I Watch Basketbal
2023,17,Regular,Team Chigga,Home,1598,1451,1,0,Pooh Shaisty
2023,18,Regular,Team Chigga,Away,1901,1280,1,0,NY L-Eat Gang
2023,19,Regular,Team Chigga,Home,1408,1824,0,1,Fordham Rams
2023,20,Regular,Team Chigga,Away,1307,1209,1,0,Paulie Gee's
2023,21,Regular,Team Chigga,Home,1418,1349,1,0,I Watch Basketbal
2023,22,Playoffs,Team Chigga,Home,1413,1569,0,1,Fordham Rams
2023,23,Playoffs,Team Chigga,Home,1184,1364,0,1,The Bronx Orthodox Church
2023,24,Playoffs,Team Chigga,Home,1033,814,1,0,The Bronx Orthodox Church
2023,1,Regular,Who Invited This Kid?,Away,986,1409,0,1,New Jersey Eren
2023,2,Regular,Who Invited This Kid?,Home,1321,1492,0,1,Paulie Gee's
2023,3,Regular,Who Invited This Kid?,Home,1164,1150,1,0,Keegan It Real
2023,4,Regular,Who Invited This Kid?,Away,1055,1604,0,1,The Bronx Orthodox Church
2023,5,Regular,Who Invited This Kid?,Away,810,1312,0,1,Team Chigga
2023,6,Regular,Who Invited This Kid?,Away,1017,1139,0,1,I Watch Basketbal
2023,7,Regular,Who Invited This Kid?,Home,1464,1324,1,0,Pooh Shaisty
2023,8,Regular,Who Invited This Kid?,Away,1322,1434,0,1,NY L-Eat Gang
2023,9,Regular,Who Invited This Kid?,Home,1394,1283,1,0,Team Chigga
2023,10,Regular,Who Invited This Kid?,Home,1430,1505,0,1,New Jersey Eren
2023,11,Regular,Who Invited This Kid?,Home,1492,1594,0,1,Fordham Rams
2023,12,Regular,Who Invited This Kid?,Away,1722,1127,1,0,Keegan It Real
2023,13,Regular,Who Invited This Kid?,Home,1894,1563,1,0,The Bronx Orthodox Church
2023,14,Regular,Who Invited This Kid?,Away,1300,1587,0,1,Paulie Gee's
2023,15,Regular,Who Invited This Kid?,Home,1151,1532,0,1,I Watch Basketbal
2023,16,Regular,Who Invited This Kid?,Away,1419,1401,1,0,Pooh Shaisty
2023,17,Regular,Who Invited This Kid?,Home,1346,1337,1,0,NY L-Eat Gang
2023,18,Regular,Who Invited This Kid?,Away,1948,1442,1,0,Fordham Rams
2023,19,Regular,Who Invited This Kid?,Home,1256,1445,0,1,Paulie Gee's
2023,20,Regular,Who Invited This Kid?,Away,1337,648,1,0,I Watch Basketbal
2023,21,Regular,Who Invited This Kid?,Home,1457,1568,0,1,Pooh Shaisty
2023,22,Playoffs,Who Invited This Kid?,Home,1119,1013,1,0,I Watch Basketbal
2023,23,Playoffs,Who Invited This Kid?,Home,1259,1314,0,1,Keegan It Real
2023,24,Playoffs,Who Invited This Kid?,Home,1048,236,1,0,NY L-Eat Gang
2023,1,Regular,Paulie Gee's,Away,1226,1098,1,0,Pooh Shaisty
2023,2,Regular,Paulie Gee's,Away,1492,1321,1,0,Who Invited This Kid?
2023,3,Regular,Paulie Gee's,Home,1386,1089,1,0,NY L-Eat Gang
2023,4,Regular,Paulie Gee's,Away,1596,1265,1,0,I Watch Basketbal
2023,5,Regular,Paulie Gee's,Away,1305,1257,1,0,Fordham Rams
2023,6,Regular,Paulie Gee's,Home,1333,1239,1,0,Team Chigga
2023,7,Regular,Paulie Gee's,Away,1612,1424,1,0,Keegan It Real
2023,8,Regular,Paulie Gee's,Home,1210,1185,1,0,New Jersey Eren
2023,9,Regular,Paulie Gee's,Home,1202,1233,0,1,Pooh Shaisty
2023,10,Regular,Paulie Gee's,Away,1116,1248,0,1,The Bronx Orthodox Church
2023,11,Regular,Paulie Gee's,Away,1612,1422,1,0,NY L-Eat Gang
2023,12,Regular,Paulie Gee's,Home,1492,1305,1,0,I Watch Basketbal
2023,13,Regular,Paulie Gee's,Home,707,1405,0,1,Fordham Rams
2023,14,Regular,Paulie Gee's,Home,1587,1300,1,0,Who Invited This Kid?
2023,15,Regular,Paulie Gee's,Away,1436,1441,0,1,Team Chigga
2023,16,Regular,Paulie Gee's,Home,712,1450,0,1,Keegan It Real
2023,17,Regular,Paulie Gee's,Away,1419,1530,0,1,New Jersey Eren
2023,18,Regular,Paulie Gee's,Home,1265,1916,0,1,The Bronx Orthodox Church
2023,19,Regular,Paulie Gee's,Away,1445,1256,1,0,Who Invited This Kid?
2023,20,Regular,Paulie Gee's,Home,1209,1307,0,1,Team Chigga
2023,21,Regular,Paulie Gee's,Away,1131,856,1,0,Keegan It Real
2023,22,Playoffs,Paulie Gee's,Home,1448,1760,0,1,Fordham Rams
2023,23,Playoffs,Paulie Gee's,Home,752,1125,0,1,Pooh Shaisty
2023,1,Regular,NY L-Eat Gang,Home,1288,1216,1,0,Fordham Rams
2023,2,Regular,NY L-Eat Gang,Home,1502,1653,0,1,Pooh Shaisty
2023,3,Regular,NY L-Eat Gang,Away,1089,1386,0,1,Paulie Gee's
2023,4,Regular,NY L-Eat Gang,Away,1287,1475,0,1,Keegan It Real
2023,5,Regular,NY L-Eat Gang,Home,1377,1422,0,1,I Watch Basketbal
2023,6,Regular,NY L-Eat Gang,Home,1041,1355,0,1,New Jersey Eren
2023,7,Regular,NY L-Eat Gang,Away,978,1743,0,1,The Bronx Orthodox Church
2023,8,Regular,NY L-Eat Gang,Home,1434,1322,1,0,Who Invited This Kid?
2023,9,Regular,NY L-Eat Gang,Away,1513,1424,1,0,Fordham Rams
2023,10,Regular,NY L-Eat Gang,Away,1211,1380,0,1,Pooh Shaisty
2023,11,Regular,NY L-Eat Gang,Home,1422,1612,0,1,Paulie Gee's
2023,12,Regular,NY L-Eat Gang,Away,1170,1511,0,1,Team Chigga
2023,13,Regular,NY L-Eat Gang,Away,1052,1277,0,1,I Watch Basketbal
2023,14,Regular,NY L-Eat Gang,Home,1134,0,1,0,Keegan It Real
2023,15,Regular,NY L-Eat Gang,Away,1108,1627,0,1,New Jersey Eren
2023,16,Regular,NY L-Eat Gang,Home,1681,1530,1,0,The Bronx Orthodox Church
2023,17,Regular,NY L-Eat Gang,Away,1337,1346,0,1,Who Invited This Kid?
2023,18,Regular,NY L-Eat Gang,Home,1280,1901,0,1,Team Chigga
2023,19,Regular,NY L-Eat Gang,Away,1301,998,1,0,Keegan It Real
2023,20,Regular,NY L-Eat Gang,Home,868,1508,0,1,New Jersey Eren
2023,21,Regular,NY L-Eat Gang,Away,688,1227,0,1,The Bronx Orthodox Church
2023,22,Playoffs,NY L-Eat Gang,Home,477,1173,0,1,Keegan It Real
2023,23,Playoffs,NY L-Eat Gang,Away,340,1286,0,1,I Watch Basketbal
2023,24,Playoffs,NY L-Eat Gang,Away,236,1048,0,1,Who Invited This Kid?
2023,1,Regular,Pooh Shaisty,Home,1098,1226,0,1,Paulie Gee's
2023,2,Regular,Pooh Shaisty,Away,1653,1502,1,0,NY L-Eat Gang
2023,3,Regular,Pooh Shaisty,Away,1476,1253,1,0,I Watch Basketbal
2023,4,Regular,Pooh Shaisty,Home,1528,1320,1,0,Fordham Rams
2023,5,Regular,Pooh Shaisty,Away,1276,1143,1,0,New Jersey Eren
2023,6,Regular,Pooh Shaisty,Home,1802,1440,1,0,The Bronx Orthodox Church
2023,7,Regular,Pooh Shaisty,Away,1324,1464,0,1,Who Invited This Kid?
2023,8,Regular,Pooh Shaisty,Home,1430,1538,0,1,Team Chigga
2023,9,Regular,Pooh Shaisty,Away,1233,1202,1,0,Paulie Gee's
2023,10,Regular,Pooh Shaisty,Home,1380,1211,1,0,NY L-Eat Gang
2023,11,Regular,Pooh Shaisty,Home,1500,1264,1,0,I Watch Basketbal
2023,12,Regular,Pooh Shaisty,Away,1755,1750,1,0,Fordham Rams
2023,13,Regular,Pooh Shaisty,Away,1117,1484,0,1,Keegan It Real
2023,14,Regular,Pooh Shaisty,Home,1444,1656,0,1,New Jersey Eren
2023,15,Regular,Pooh Shaisty,Away,1458,1197,1,0,The Bronx Orthodox Church
2023,16,Regular,Pooh Shaisty,Home,1401,1419,0,1,Who Invited This Kid?
2023,17,Regular,Pooh Shaisty,Away,1451,1598,0,1,Team Chigga
2023,18,Regular,Pooh Shaisty,Home,1940,1371,1,0,Keegan It Real
2023,19,Regular,Pooh Shaisty,Away,1365,1838,0,1,New Jersey Eren
2023,20,Regular,Pooh Shaisty,Home,1341,1503,0,1,The Bronx Orthodox Church
2023,21,Regular,Pooh Shaisty,Away,1568,1457,1,0,Who Invited This Kid?
2023,22,Playoffs,Pooh Shaisty,Home,1459,1354,1,0,The Bronx Orthodox Church
2023,23,Playoffs,Pooh Shaisty,Away,1276,1560,0,1,New Jersey Eren
2023,24,Playoffs,Pooh Shaisty,Away,1125,752,1,0,Paulie Gee's
2023,1,Regular,The Bronx Orthodox Church,Home,1261,1121,1,0,I Watch Basketbal
2023,2,Regular,The Bronx Orthodox Church,Away,1624,1497,1,0,Team Chigga
2023,3,Regular,The Bronx Orthodox Church,Home,1218,1334,0,1,New Jersey Eren
2023,4,Regular,The Bronx Orthodox Church,Home,1604,1055,1,0,Who Invited This Kid?
